Created,Name:: Name & Surname,Company Name:,Company Registration Number:,Industry,Province,Location of Head Office (address),Funding Ask (Amount):,City/Town,Type of Funding,Funding Requirements (what is the funding required for).,Annual Revenue Range 2023,Annual Revenue Range 2024,Actual Revenue 2025,Company Overview ,Existing number of employees ,Increase of jobs anticipated through the capital access,Number of Shareholders,What percentage of your business is owned by individuals aged 18 to 35? (Please select one),What percentage of your business is owned by women? (Please select one),What percentage of your business is under Black ownership? ,BEE Level,Area,What percentage of your business is owned by individuals living with a disability? (Please select one),Contact person Name and Surname,Email address:,Contact number:
2025-07-09 16:12:15,Sanjay Steyn,Stone Bridge Group ,2018/202256/07,Engineering & Construction,Gauteng,"1978 Biko Road, Tzaneen",8960000________,Tzaneen,Purchase Order Funding;Working Capital,"Funding is required for equipment, training and certification.",R1 000 001 to R5M,R1 000 001 to R5M,0______________,Commercial cleaning and hygiene services for offices and factories ,16.0,4.0,10,0%,50–74%,100%,Level 1,Rural,0%,Sanjay Steyn,sanjaysteyn364@gmail.com,+27 85 832 2661
2025-08-23 00:31:02,Pieter Reddy,Reddy Services,,,Western Cape,"2654 Loop Road, Gqeberha",16440000_______,Gqeberha ,Working Capital,Operational funding ,0 to R500K,R501K to R1M,405611_________,We manufacture and supply steel components to construction contractors.,,7.0,5,100%,100%,100%,Level 4,Urban,0%,Pieter Reddy,pieterreddy564@outlook.com,+27711804229
2025-07-16 14:26:54,Khanyisile Coetzee,Coetzee Consulting ,2013/111505/07,Business Services (Agency & Consultancy),Limpopo,"1631 Umgeni Crescent, Tembisa",70000__________,Tembisa,Debt,"Funding is required for equipment, training and certification.",0 to R500K,0 to R500K,14863__________,Civil engineering contractor focused on roads and stormwater projects ,20.0,2.0,1,45 to 55,1–24%,100%,Level 8,Township,0%,Khanyisile Coetzee,khanyisilecoetzee@yahoo.com,+27644884046
2025-09-23 06:38:42,Lerato Mthembu,Mthembu Transport CC,2008/391042/07,Agriculture - Primary ,Gauteng,"1671 Main Avenue, mthatha",50000__________,mthatha,Working Capital,To grow the business ,0 to R500K,0 to R500K,0______________,Solar installation business serving residential and small commercial clients ,2.0,5.0,10,100%,100%,100%,Level 2,Urban,0%,lerato mthembu,leratomthembu@yahoo.com,074 104 9465
2025-06-28 18:46:18,Ntando Moodley ,MOODLEY CONSTRUCTION,2021/156916/07 ,Energy,Western Cape,"199 Aloe Crescent, Kimberley",250000_________,Kimberley,Working Capital;Other (Please specify),Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,16_____________,Catering and events business servicing corporate functions.,1.0,2.0,6,0%,50–74%,100%,Level 1,Rural,0%,Ntando Moodley,ntandomoodley@webmail.co.za,+27 64 515 1423
2025-07-26 20:43:23,Zodwa Pretorius,Lesedi Agri (Pty) Ltd,2012/171850/07,Hospitality,Gauteng,"740 Kruger Lane, Emalahleni ",1430000________,Emalahleni,Working Capital,Bridging finance while awaiting payment from government contracts,0 to R500K,R1 000 001 to R5M,1782440________,We design and sew corporate uniforms and protective clothing.,24.0,8.0,2,100%,100%,100%,Level 1,Rural,0%,Zodwa Pretorius,zodwapretorius@gmail.com,0625870862
2025-08-31 05:17:34,Thandeka Hendricks,Hendricks Trading CC,2017/938152/07,Retail & Wholesale,Limpopo,"1571 Umgeni Road, Tzaneen ",40000__________,Tzaneen,Working Capital,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,35246__________,We supply and install security systems and CCTV. ,5.0,18.0,100%,1–24%,25–49%,100%,Level 1,Township,0%,thandeka hendricks,thandekahendricks83@gmail.com,+27665234534
2025-08-20 10:07:00,Siyabonga Mokoena,Mokoena Technologies Group,2008 / 405480 / 07,Engineering & Construction,Gauteng,"2184 Voortrekker Lane, Roodepoort",70000__________,Roodepoort ,Other (Please specify),"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,0______________,A family-run bakery supplying schools and local retailers. ,7.0,4.0,3,0%,25–49%,75–99%,Level 1,Urban,0%,Siyabonga Mokoena,siyabongamokoena@gmail.com,+27755398718
2025-09-20 03:02:15,Bongani Solomons,Solomons Logistics (Pty) Ltd,2012/432913/07,Education,Gauteng,"840 Voortrekker Street, SOWETO",1170000________,SOWETO,Purchase Order Funding,"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,R501K to R1M,0______________,We grow and pack vegetables for regional wholesalers and retailers.,8.0,2.0,2,100%,0%,100%,Level 1,Township,0%,bongani solomons,bonganisolomons@gmail.com,+27668753309
2025-07-25 03:22:03,Kabelo Ngcobo,Vuka Distributors Pty Ltd,2016/184188/07,Business Services (Agency & Consultancy),Gauteng,"634 Acacia Street, Sasolburg ",1280000________,Sasolburg,Equity,"Purchase of farming implements, seed and irrigation infrastructure",R501K to R1M,R501K to R1M,426268_________,We design and sew corporate uniforms and protective clothing.,8.0,20.0,2,50–74%,1–24%,100%,Level 1,Rural,0%,Kabelo Ngcobo,kabelongcobo@mweb.co.za,0686515308
2025-08-30 19:19:53,Jaco Ndlovu,Ndlovu Enterprises Pty Ltd,2019/765212/07,NPO & NPC,Mpumalanga,"2456 Kingfisher Way, Sasolburg",250000_________,Sasolburg,Purchase Order Funding;Invoice Financing;Working Capital,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,7562___________,Independent pharmacy and primary healthcare clinic serving a rural community,1.0,26.0,5,0%,0%,100%,Level 1,Township,0%,jaco ndlovu,jacondlovu@icloud.com,+27 81 976 8843
2025-08-26 12:20:06,Zainab Maluleke,Baobab Agri,,,Gauteng,"2584 Tambo Street, Pretoria",3000000________,Pretoria ,,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,138122_________,,,2.0,10,0%,100%,100%,Level 1,Rural,0%,Zainab Maluleke,zainabmaluleke353@icloud.com,+27747660692
2025-08-30 18:22:50,Lerato Ntuli ,Ntuli Holdings Pty Ltd,2019/513924/07,Agriculture - Primary ,Gauteng,"1055 Protea Road, Benoni",470000_________,Benoni,Working Capital,To buy additional equipment and expand production capacity,R501K to R1M,R501K to R1M,466458_________,Catering and events business servicing corporate functions.,,8.0,5,100%,100%,100%,Level 1,Urban,0%,lerato ntuli,leratontuli@gmail.com,+27795648093
2025-09-17 05:40:20,Mandla Mokoena,Mokoena Trading (Pty) Ltd,,Energy,Western Cape,"3028 Rivonia Lane, Midrand ",420000_________,Midrand,,Stock purchase and general operational funding ,0 to R500K,R501K to R1M,353811_________,,6.0,9.0,1,1–24%,100%,100%,Level 1,Township,1–24%,mandla mokoena,mandlamokoena@mweb.co.za,+27880518584
2025-08-10 22:27:36,Willem Maharaj,Kopano Transport CC,201424415107,Manufacturing,Western Cape,"1736 Acacia Way, Rustenburg",200000_________,Rustenburg,Working Capital,Working capital to fulfil confirmed purchase orders,R1 000 001 to R5M,R1 000 001 to R5M,682390_________,We manufacture and supply steel components to construction contractors.,25.0,3.0,6,100%,100%,50–74%,Level 1,Urban,0%,Willem Maharaj,willemmaharaj486@gmail.com,0878413930
2025-07-11 23:10:06,Willem Venter,Fairview Media CC ,2012/652860/07 ,Business Services (Agency & Consultancy),Western Cape,"2441 Protea Crescent, Benoni",200000_________,Benoni,Working Capital,To upgrade our machinery and improve turnaround times.,0 to R500K,0 to R500K,7803___________,We run a driving school and provide learner licence training.,1.0,5.0,1,100%,0%,0%,Level 1,Urban,0%,Willem Venter,willemventer869@yahoo.com,0891937335
2025-07-11 11:51:53,Thulani Du,DU TRANSPORT,2018 / 390884 / 07,Manufacturing,Western Cape,"1352 Mandela Way, MBOMBELA",8540000________,MBOMBELA,Working Capital,To buy additional equipment and expand production capacity,0 to R500K,R1 000 001 to R5M,2135612________,Catering and events business servicing corporate functions.,10.0,7.0,1,0%,0%,75–99%,Level 1,Rural,0%,thulani du,thulanidu939@outlook.com,+27 67 741 0332
2025-07-18 04:06:28,Ashraf Mabena ,Nexus Projects,2024/216887/07,Automotive,Gauteng,"57 Rivonia Crescent, Johannesburg ",4730000________,Johannesburg ,Other (Please specify),To buy additional equipment and expand production capacity,0 to R500K,R1 000 001 to R5M,1181703________,Commercial cleaning and hygiene services for offices and factories ,5.0,11.0,2,0%,0%,100%,Level 1,Rural,0%,Ashraf Mabena,ASHRAFMABENA@ICLOUD.COM,+27820190865
2025-08-26 16:51:32,Riyaad Shabalala,Zenzele Agri (Pty) Ltd ,2011/387810/07,Information & Communication Technology,Western Cape,"3135 Umgeni Lane, Ladysmith ",560000_________,Ladysmith,Working Capital,Operational funding ,0 to R500K,R1 000 001 to R5M,______________0,Civil engineering contractor focused on roads and stormwater projects ,8.0,9.0,3,0%,0%,0%,Level 1,Township,0%,Riyaad Shabalala,riyaadshabalala@yahoo.com,+27645590228
2025-06-30 02:14:13,Ruan Davids ,Copper Leaf Enterprises,200891438507,Information & Communication Technology,KZN,"2677 Kruger Drive, potchefstroom ",20000__________,potchefstroom ,Debt;Working Capital,"Funding is required for equipment, training and certification.",0 to R500K,0 to R500K,0______________,Catering and events business servicing corporate functions.,5.0,1.0,2,1–24%,0%,100%,Level 1,Township,1–24%,ruan davids,ruandavids@gmail.com,+27721986780
2025-07-30 01:32:29,Suzette Motaung,Kopano Services CC,2011/525450/07,Hospitality,Western Cape,"1081 Church Road, Pietermaritzburg",60000__________,Pietermaritzburg,Equity;Working Capital;Other (Please specify),To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,76278__________,We run a driving school and provide learner licence training.,0.0,5.0,2,0%,100%,100%,Level 1,Rural,1–24%,Suzette Motaung,suzettemotaung@icloud.com,0751587399
2025-08-18 02:06:42,Jaco Abrahams,Fynbos Engineering Group,2023/399519/07 ,Engineering & Construction,North West,"478 Rissik Way, Johannesburg",10000__________,Johannesburg,Working Capital,Operational funding ,0 to R500K,0 to R500K,5767___________,Catering and events business servicing corporate functions.,6.0,3.0,4,100%,0%,100%,Level 1,Township,0%,Jaco Abrahams,jacoabrahams@outlook.com,+27723615126
2025-09-04 18:51:23,Sibusiso Botha,Thuso Distributors,2014/380891/07,Financial Services,Gauteng,"1821 Long Drive, STELLENBOSCH",250000_________,STELLENBOSCH ,Purchase Order Funding;Working Capital,Operational funding ,0 to R500K,0 to R500K,30_____________,Independent pharmacy and primary healthcare clinic serving a rural community,1.0,3.0,3,0%,0%,100%,Level 6,Urban,0%,Sibusiso Botha,sibusisobotha483@gmail.com,+27753363403
2025-06-25 05:58:10,Hendrik Singh,FAIRVIEW TRADING ,2015/476432/07,Retail & Wholesale,Gauteng,"1529 Loop Road, Paarl",4390000________,Paarl ,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,R501K to R1M,387329_________,We recycle plastic waste and sell processed pellets to manufacturers.,3.0,4.0,10,0%,25–49%,100%,Level 1,Urban,0%,Hendrik Singh,hendriksingh590@outlook.com,+27762876532
2025-09-04 13:53:32,Marius Botha,Meridian Media,2011 / 268440 / 07,Manufacturing,Limpopo,"634 Marula Avenue, Upington",10000__________,Upington,Working Capital,"Funding is required for equipment, training and certification.",R501K to R1M,0 to R500K,0______________,We provide ICT support and cloud services to small businesses in the province.,,4.0,3,0%,100%,100%,Level 1,Township,1–24%,marius botha,mariusbotha@gmail.com,+27 71 362 0445
2025-07-22 16:26:01,Shireen Chetty,Ubuntu Enterprises (Pty) Ltd,,Information & Communication Technology,Mpumalanga,"970 Buitenkant Road, Johannesburg ",20960000_______,Johannesburg,Working Capital,To upgrade our machinery and improve turnaround times.,R501K to R1M,R501K to R1M,499262_________,We grow and pack vegetables for regional wholesalers and retailers.,23.0,3.0,2,100%,100%,100%,Level 3,Township,0%,Shireen Chetty,shireenchetty852@gmail.com,+27687335595
2025-07-30 15:18:42,Chantelle Sekgobela,Kalahari Construction (Pty) Ltd ,2023/992892/07,Engineering & Construction,Gauteng,"2966 Voortrekker Crescent, Welkom",640000_________,Welkom,Working Capital,Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,257448_________,A tourism operator offering guided township and heritage tours,2.0,3.0,1,0%,0%,100%,Level 1,Rural,0%,chantelle sekgobela,chantellesekgobela@outlook.com,+27 76 722 5118
2025-08-03 10:41:46,Thandeka Motaung,Riverstone Engineering CC ,2015/848030/07,Engineering & Construction,Western Cape,"2937 Kingfisher Crescent, Rustenburg",30000__________,Rustenburg,Equity,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,110152_________,,2.0,1.0,2,50–74%,50–74%,100%,Level 1,Township,0%,thandeka motaung,thandekamotaung428@gmail.com,+27814034449
2025-08-14 05:14:39,Hendrik Radebe,Sondela Manufacturing ,2020/371123/07,Retail & Wholesale,Gauteng,"198 Protea Way, Pretoria",250000_________,Pretoria,Other (Please specify),Stock purchase and general operational funding ,0 to R500K,0 to R500K,0______________,We run a driving school and provide learner licence training.,2.0,4.0,2,0%,50–74%,100%,Level 1,Urban,1–24%,Hendrik Radebe,hendrikradebe@gmail.com,+27780533714
2025-08-18 09:51:36,Kabelo Khumalo ,REDLINE MEDIA,2018/723536/07,Agriculture - Secondary ,Western Cape,"1981 Protea Street, Mokopane",250000_________,Mokopane,Working Capital,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,9______________,,,5.0,4,100%,50–74%,100%,Level 1,Township,0%,kabelo khumalo,kabelokhumalo978@icloud.com,+27 85 791 8430
2025-09-13 12:04:50,Dineo Fortuin ,Fortuin Civils (Pty) Ltd,2017/531551/07,Business Services (Agency & Consultancy),Gauteng,"1035 Umgeni Lane, Johannesburg",2790000________,Johannesburg,Other (Please specify),"Funding is required for equipment, training and certification.",0 to R500K,0 to R500K,215320_________,We run a driving school and provide learner licence training.,0.0,0.0,10,1–24%,100%,100%,Level 1,Township,0%,dineo fortuin,dineofortuin899@webmail.co.za,+27 85 212 0931
2025-07-05 03:25:09,Ravi Mabena,Drakensberg Consulting,2009/177129/07,,Western Cape,"2458 Biko Lane, Johannesburg",380000_________,Johannesburg,,Purchase of a delivery vehicle and cold storage unit,0 to R500K,0 to R500K,375898_________,,,5.0,1,100%,100%,100%,Level 1,Township,0%,ravi mabena,ravimabena@gmail.com,+27 66 986 8824
2025-09-04 11:59:14,Thandeka Moodley ,Moodley Transport ,2022/490855/07,Tourism,Gauteng,"1878 Umgeni Crescent, Mahikeng",160_80000______,Mahikeng,Working Capital,To upgrade our machinery and improve turnaround times.,0 to R500K,R1 000 001 to R5M,2679694________,Independent pharmacy and primary healthcare clinic serving a rural community,2.0,3.0,1,100%,0%,100%,Level 1,Township,0%,Thandeka Moodley,thandekamoodley965@gmail.com,+27869319428
2025-09-21 15:30:53,Nadia Coetzee,Greenfield Services,,,Western Cape,"422 Buitenkant Road, East London",250000_________,,,Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,287____________,,1.0,4.0,10,0%,0%,100%,Level 2,Urban,0%,Nadia Coetzee,nadiacoetzee640@gmail.com,+27 75 545 9405
2025-08-01 02:44:41,Lindiwe Nel ,Nel Technologies ,2021/286338/07,Retail & Wholesale,Limpopo,"2348 Voortrekker Way, Khayelitsha",1000000________,Khayelitsha,Working Capital;Other (Please specify),Bridging finance while awaiting payment from government contracts,0 to R500K,0 to R500K,0______________,A tourism operator offering guided township and heritage tours,3.0,7.0,3,100%,0%,100%,Level 1,Urban,0%,lindiwe nel,lindiwenel@webmail.co.za,+27821335113
2025-09-24 01:48:48,Willem Mokoena,Fynbos Projects Group ,2024/635495/07,Manufacturing,KZN,"2698 Aloe Lane, Worcester ",910000_________,Worcester,Equity;Working Capital,Stock purchase and general operational funding ,0 to R500K,R501K to R1M,756222_________,We manufacture and supply steel components to construction contractors.,1.0,7.0,2,25–49%,0%,100%,Level 2,Township,0%,Willem Mokoena,WILLEMMOKOENA@GMAIL.COM,+27693900719
2025-07-06 23:30:48,Elmarie Jacobs ,Jacobs Consulting (Pty) Ltd,,NPO & NPC,Gauteng,"2651 Kruger Lane, Potchefstroom ",380000_________,Potchefstroom ,Debt & Equity,To buy additional equipment and expand production capacity,0 to R500K,0 to R500K,63966__________,We provide ICT support and cloud services to small businesses in the province.,3.0,22.0,3,0%,50–74%,100%,Level 2,Rural,0%,Elmarie Jacobs,elmariejacobs@yahoo.com,+27637251158
2025-09-07 05:13:02,Vusi Sibeko ,SIBEKO PROJECTS GROUP,2024/740525/07,Business Services (Agency & Consultancy),Gauteng,"797 Marula Way, Nelspruit",40000__________,Nelspruit,Working Capital,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,0 to R500K,17823__________,We provide ICT support and cloud services to small businesses in the province.,4.0,0.0,2,50–74%,0%,100%,Level 8,Urban,0%,Vusi Sibeko,vusisibeko716@gmail.com,+27848061656
2025-08-15 04:00:07,Busisiwe Zwane,Zwane Solutions Pty Ltd,,,Western Cape,"1987 Mandela Lane, Thohoyandou",3270000________,Thohoyandou,Purchase Order Funding;Invoice Financing;Working Capital,Bridging finance while awaiting payment from government contracts,R501K to R1M,R1 000 001 to R5M,653490_________,,,17.0,6,25–49%,1–24%,100%,Level 1,Township,0%,Busisiwe Zwane,busisiwezwane@mweb.co.za,+27756181381
2025-08-11 20:42:11,Busisiwe Tshabalala,Beacon Logistics Pty Ltd,,Agriculture - Primary ,Western Cape,"223 Rissik Crescent, pietermaritzburg",250000_________,pietermaritzburg,Working Capital;Other (Please specify),"Purchase of farming implements, seed and irrigation infrastructure",0 to R500K,0 to R500K,0______________,,2.0,13.0,4,100%,100%,100%,Level 1,Urban,0%,Busisiwe Tshabalala,busisiwetshabalala366@gmail.com,+27860654026
2025-07-24 02:31:13,Vikash Chauke,Chauke Technologies,2008/791231/07,Agriculture - Primary ,Gauteng,"298 Voortrekker Crescent, Worcester",590000_________,Worcester,Working Capital,Stock purchase and general operational funding ,0 to R500K,0 to R500K,235066_________,We manufacture and supply steel components to construction contractors.,2.0,11.0,1,100%,1–24%,100%,Level 1,Urban,50–74%,Vikash Chauke,vikashchauke507@webmail.co.za,+27829180689
2025-07-31 00:59:35,Lindiwe Wyk,Lesedi Logistics (Pty) Ltd ,2008/524426/07,cleaning services,Western Cape,"1268 Jakaranda Street, Benoni",540000_________,Benoni ,Equity,Working capital to fulfil confirmed purchase orders,0 to R500K,R501K to R1M,677683_________,A family-run bakery supplying schools and local retailers. ,9.0,0.0,1,50–74%,0%,100%,Level 4,Urban,0%,Lindiwe Wyk,lindiwewyk864@yahoo.com,+27664109631
2025-09-06 02:19:35,Tumelo Nel,Vantage Projects ,2022/460707/07,Business Services (Agency & Consultancy),Gauteng,"537 Rissik Road, Sandton",250000_________,Sandton,Working Capital,Stock purchase and general operational funding ,0 to R500K,0 to R500K,545____________,Catering and events business servicing corporate functions.,1.0,13.0,3,100%,0%,100%,Level 3,Rural,0%,tumelo nel,tumelonel@yahoo.com,0856259589
2025-07-01 05:09:35,Chantelle Ndlovu ,Ndlovu Foods Group,,Manufacturing,Western Cape,"227 Loop Lane, Khayelitsha",8120000________,,Purchase Order Funding,"Use of Funds
1.	Equipment purchase
2.	Staff expansion
3.	Marketing
",0 to R500K,R501K to R1M,486488_________,Logistics company transporting goods between major metros. ,15.0,,1,100%,0%,100%,Level 1,Township,0%,Chantelle Ndlovu,chantellendlovu436@icloud.com,+27775198672
2025-09-12 05:48:45,Nandi Chauke ,CHAUKE MEDIA CC ,,Retail & Wholesale,Western Cape,"1806 Mandela Street, Worcester",14420000_______,Worcester,Equity,"Marketing, customer acquisition and website development ",R1 000 001 to R5M,R1 000 001 to R5M,1154075________,We recycle plastic waste and sell processed pellets to manufacturers.,4.0,2.0,1,0%,0%,100%,Level 1,Urban,0%,nandi chauke,nandichauke@mweb.co.za,073 413 2557
2025-07-04 17:28:20,Riaan Sekgobela,Sekgobela Projects,2021/480021/07,Engineering & Construction,Limpopo,"2069 Commissioner Avenue, sandton",10430000_______,sandton,Other (Please specify),To increase production and take on larger supply contracts ,R10 000 001 to R20M,R10 000 001 to R20M,10432209_______,We grow and pack vegetables for regional wholesalers and retailers.,23.0,30.0,3,100%,100%,100%,Level 1,Township,0%,Riaan Sekgobela,riaansekgobela@gmail.com,+27672837512
2025-07-09 21:49:26,Thabo Mabena ,Karoo Engineering ,2013/357728/07,Manufacturing,KZN,"2303 Kruger Road, Khayelitsha",1890000________,Khayelitsha,Working Capital,Working capital to fulfil confirmed purchase orders,0 to R500K,R501K to R1M,0______________,We design and sew corporate uniforms and protective clothing.,10.0,3.0,2,0%,50–74%,100%,Level 1,Urban,0%,Thabo Mabena,thabomabena@outlook.com,+27882266044
2025-08-14 22:10:18,Reshma Sekgobela,Blackwood Services Group,2012/737293/07,Engineering & Construction,Western Cape,"991 Marula Avenue, Sasolburg",10000__________,Sasolburg,Working Capital,"Marketing, customer acquisition and website development ",0 to R500K,0 to R500K,6921___________,Commercial cleaning and hygiene services for offices and factories ,1.0,4.0,6,0%,100%,100%,Level 1,Rural,0%,Reshma Sekgobela,reshmasekgobela@yahoo.com,+27611010224
2025-08-05 00:41:53,Ayanda Solomons ,Solomons Holdings ,2014/607286/07,Engineering & Construction,Western Cape,"99 Buitenkant Street, Midrand",2690000________,Midrand,Debt & Equity;Invoice Financing,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,R1 000 001 to R5M,2689684________,Civil engineering contractor focused on roads and stormwater projects ,15.0,8.0,5,100%,0%,100%,Level 1,Township,0%,Ayanda Solomons,ayandasolomons@gmail.com,+27870467327
2025-07-26 00:58:24,Katlego Ngcobo ,KOPANO CIVILS ,2017/896731/07,Financial Services,Western Cape,"702 Jan Smuts Drive, Mokopane",13830000_______,Mokopane,Working Capital,Stock purchase and general operational funding ,0 to R500K,R501K to R1M,437113_________,Commercial cleaning and hygiene services for offices and factories ,2.0,18.0,2,1–24%,0%,100%,Level 1,Township,0%,Katlego Ngcobo,katlegongcobo@outlook.com,0825642187
2025-08-04 22:22:57,Khanyisile Mkhize,Redline Investments Group ,2023/273811/07,Business Services (Agency & Consultancy),Gauteng,"1085 Aloe Lane, Johannesburg",180000_________,Johannesburg,Debt & Equity;Working Capital,"Raw materials, tooling and factory rental for the next 12 months",0 to R500K,0 to R500K,91928__________,We supply and install security systems and CCTV. ,5.0,3.0,1,100%,50–74%,100%,Level 1,Township,0%,Khanyisile Mkhize,khanyisilemkhize@gmail.com,+27 83 836 5837
2025-09-23 03:46:54,Kabelo Mashaba ,Mashaba Holdings (Pty) Ltd ,2009/828646/07,Tourism,Limpopo,"2033 Aloe Lane, emalahleni",880000_________,emalahleni,Purchase Order Funding,Purchase of a delivery vehicle and cold storage unit,0 to R500K,R501K to R1M,441787_________,Civil engineering contractor focused on roads and stormwater projects ,6.0,2.0,3,0%,100%,100%,Level 1,Township,0%,Kabelo Mashaba,kabelomashaba@mweb.co.za,+27780381512
2025-09-02 19:18:27,Kgomotso Plessis,Bright Path Media,,,Gauteng,"23 Kruger Street, pretoria",70000__________,pretoria,Working Capital,To grow the business ,0 to R500K,0 to R500K,11760__________,Commercial cleaning and hygiene services for offices and factories ,,1.0,1,100%,0%,0%,Level 1,Urban,0%,Kgomotso Plessis,kgomotsoplessis@gmail.com,+27731273275
2025-07-05 10:03:58,Mpho Govender,Govender Consulting CC,2024/853750/07,Mining,Limpopo,"2506 Jan Smuts Way, Welkom",5370000________,Welkom,Working Capital,Expansion into a second branch and hiring of staff ,R501K to R1M,R1 000 001 to R5M,2149780________,A family-run bakery supplying schools and local retailers. ,15.0,2.0,6,0%,100%,100%,Level 1,Township,0%,mpho govender,mphogovender@gmail.com,+27873229729
2025-06-28 18:52:38,Christo Van,Northstar Construction CC ,2018/903873/07,Agriculture - Secondary ,KZN,"3017 Acacia Way, Durban",430000_________,Durban,Working Capital,"Marketing, customer acquisition and website development ",R501K to R1M,R501K to R1M,434085_________,Logistics company transporting goods between major metros. ,6.0,19.0,2,100%,100%,100%,Level 1,Rural,0%,Christo Van,christovan@gmail.com,+27 71 589 4682
2025-06-29 22:01:00,Zodwa Hendricks,Hendricks Technologies ,2017/260656/07,Energy,Gauteng,"2902 Aloe Avenue, Welkom",130000_________,Welkom,Equity,To increase production and take on larger supply contracts ,0 to R500K,0 to R500K,212250_________,Commercial cleaning and hygiene services for offices and factories ,2.0,,1,100%,100%,100%,Level 1,Township,0%,zodwa hendricks,zodwahendricks@yahoo.com,+27724050224
2025-06-30 00:16:23,Kagiso Petersen,Amandla Trading ,201631806207,Manufacturing,Gauteng,"2831 Voortrekker Street, Potchefstroom",910000_________,Potchefstroom ,Working Capital,Stock purchase and general operational funding ,0 to R500K,R501K to R1M,604641_________,We recycle plastic waste and sell processed pellets to manufacturers.,1.0,0.0,2,0%,25–49%,100%,Level 1,Urban,25–49%,Kagiso Petersen,kagisopetersen318@mweb.co.za,075 366 8679
2025-06-25 02:26:08,Faried Fourie ,Fourie Holdings (Pty) Ltd,2022/964132/07,Information & Communication Technology,Limpopo,"3195 Acacia Avenue, Klerksdorp",320000_________,Klerksdorp,Debt,Expansion into a second branch and hiring of staff ,0 to R500K,0 to R500K,0______________,Independent pharmacy and primary healthcare clinic serving a rural community,5.0,1.0,5,100%,100%,100%,Level 1,Rural,0%,Faried Fourie,fariedfourie259@gmail.com,+27777403970
2025-07-05 18:31:51,Riaan Moodley,Moodley Foods (Pty) Ltd,2014/968745/07,Information & Communication Technology,Western Cape,"2011 Rissik Way, Centurion",280000_________,Centurion,Working Capital,Operational funding ,0 to R500K,R501K to R1M,935332_________,We run a driving school and provide learner licence training.,5.0,1.0,1,0%,100%,100%,Level 1,Township,0%,Riaan Moodley,riaanmoodley@gmail.com,+27 87 399 2705
2025-08-18 19:49:46,Jaco Mnisi,Sondela Projects (Pty) Ltd,2009/468195/07,Information & Communication Technology,Gauteng,"1236 Main Avenue, Stellenbosch",250000_________,Stellenbosch,Working Capital,Operational funding ,0 to R500K,0 to R500K,20_____________,We recycle plastic waste and sell processed pellets to manufacturers.,1.0,,one,0%,50–74%,100%,Level 1,Urban,0%,Jaco Mnisi,jacomnisi@gmail.com,+27836537579
2025-06-25 04:13:53,Ravi Hendricks ,Vantage Group ,2010/408608/07,Information & Communication Technology,Limpopo,"724 Church Way, MIDRAND ",8940000________,MIDRAND,Other (Please specify),Bridging finance while awaiting payment from government contracts,R1 000 001 to R5M,R1 000 001 to R5M,2978605________,We supply and install security systems and CCTV. ,4.0,3.0,3,0%,25–49%,100%,Level 1,Urban,0%,Ravi Hendricks,ravihendricks@gmail.com,0676880771
2025-09-12 15:10:20,Riyaad Zulu,Iron Gate Transport (Pty) Ltd,2014/637876/07,Business Services (Agency & Consultancy),Gauteng,"603 Protea Way, Mthatha",9040000________,Mthatha,Debt & Equity,Operational funding ,0 to R500K,0 to R500K,412109_________,Catering and events business servicing corporate functions.,2.0,3.0,1,1–24%,0%,100%,Level 1,Rural,100%,Riyaad Zulu,riyaadzulu@mweb.co.za,+27659149046
2025-06-27 00:11:00,Katlego Radebe,Radebe Engineering ,2017 / 197693 / 07,Entertainment and Media,Gauteng,"1697 Voortrekker Street, Witbank",194650000______,Witbank,Debt,"Marketing, customer acquisition and website development ",R20 000 001 to R50M,R20 000 001 to R50M,32441949_______,We run a driving school and provide learner licence training.,25.0,12.0,1,0%,100%,100%,Level 1,Urban,0%,Katlego Radebe,katlegoradebe@icloud.com,+27 87 736 4552
2025-08-09 01:24:11,Ntando Ramaphakela,Ramaphakela Services,,,Gauteng,"1038 Rivonia Avenue, Ladysmith",1250000________,Ladysmith,Equity;Working Capital,Stock purchase and general operational funding ,0 to R500K,0 to R500K,0______________,We supply and install security systems and CCTV. ,,3.0,5,50–74%,100%,100%,Level 1,Urban,0%,Ntando Ramaphakela,ntandoramaphakela@gmail.com,+27860723347
